entity,code,month,_2025,_2024,_2023,_2022,_2021,_2020,_2019,_2018,_2017,_2016,_2015,_2014,_2013,_2012,_2011,_2010,_2009,_2008,_2007,_2006,_2005,_2004,_2003,_2002,_2001,_2000,_1999,_1998,_1997,_1996,_1995,_1994,_1993,_1992,_1991,_1990,_1989,_1988,_1987,_1986,_1985,_1984,_1983,_1982,_1981,_1980,_1979
Comoros,COM,11,0.7276325,0.79509544,1.1563778,-0.16219139,0.31582642,0.036266327,0.8762169,0.24956703,0.4052124,0.06347847,0.19325829,0.3296013,0.27429008,0.15322876,0.66319466,0.06527519,0.26501656,0.17513084,-0.033304214,0.10620308,-0.22236252,-0.3397293,-0.05253029,0.060323715,-0.02466774,0.1345005,-0.5899086,-0.7385006,0.48448944,-0.5933323,-0.67692375,-0.34916115,-0.14352798,-0.3400383,-0.43123245,0.019422531,-0.56398773,-0.39802742,-0.20791817,-0.16753197,-1.0732746,-0.19358063,-0.26444626,-0.11655998,-0.13692474,0.010814667,0.20358849
Comoros,COM,12,0.7794361,0.63864136,0.87456703,0.22994614,0.45231628,0.2976818,0.25004196,0.45944786,-0.00038909912,0.37903976,0.563427,0.6965122,-0.21755028,0.08896446,0.13489914,0.15765953,0.34041023,-0.3315792,-0.1424427,-0.53084755,-0.04160881,-0.2171421,0.29577065,-0.10606766,0.34775925,-0.0382061,-0.22853851,-0.02684021,-0.25439262,-0.21892548,0.07527542,-0.64198685,-0.08728218,-0.19002724,-0.8130512,0.015029907,-0.33694077,-0.66503716,0.050123215,-0.54823303,-0.6438885,-0.78922844,-0.5150986,-0.21048737,-0.3205757,-0.3236065,-0.16763687
Congo,COG,1,0.6647091,1.0642338,0.026975632,0.25247383,0.28748703,0.7364311,0.6050606,-0.043056488,0.49160576,0.9653568,-0.20833015,0.3705063,0.5387325,0.19082642,-0.3090725,0.38087845,-0.26923943,-0.43312454,0.6560154,0.116428375,0.8198681,0.22579956,0.080438614,-0.46414185,-1.0343132,-0.4287014,-0.49525642,0.43917084,-0.5507698,-0.374115,-0.2135086,-0.44125557,-0.6127968,-0.33982658,-0.39956665,-0.2711506,-0.9471512,-0.40353394,-0.15958405,-0.496027,-0.80623436,-0.92959976,-0.0720005,-0.9155197,-0.9816017,-0.6989708,-0.79693985
Congo,COG,2,0.70108795,1.1536026,0.5685196,0.6034355,0.75730324,0.7436733,0.65901184,0.24523735,0.05200386,1.077898,0.10916901,0.22982788,0.47838402,-0.54550934,-0.40249252,0.7284031,-0.25185394,-0.08211708,0.24707413,-0.1158638,0.9541683,-0.060106277,0.30922127,-0.114328384,-0.5513058,-0.91618156,-0.4494667,1.1157665,-0.45274353,-0.75922775,-0.7641392,-0.35640144,-0.7491398,-0.12943077,-0.24951363,-0.33446884,-0.49868393,-0.17445183,-0.6715145,-0.7134361,-0.86754036,-0.62641907,0.2556858,-0.8012333,-0.49581528,-0.7727127,-0.9227581
Congo,COG,3,0.6244583,1.504633,0.007923126,0.77374077,-0.08581352,0.7842579,0.6703148,0.33891106,0.28709984,0.8856926,0.057525635,0.041246414,0.06744957,-0.027147293,-0.0078315735,0.54154587,0.40902328,-0.39323807,0.23642349,-0.14375114,0.30632973,0.3534813,-0.21183014,-0.2872944,-0.82798195,-0.41857338,-0.34047508,0.54683876,-0.53496933,-0.9589386,-0.51415825,-0.2033596,-0.52668,-0.17655373,0.04665184,-0.20423698,-1.0233784,-0.3216648,-0.10473251,-1.26865,-0.5724106,-0.6859703,0.3765049,-0.5489826,-0.7268524,-0.58431625,-0.8698673
Congo,COG,4,0.4754219,1.4048615,0.061634064,0.08742142,0.75918007,0.89089584,0.886673,0.23407936,0.41727448,0.85595894,0.25619125,-0.14689255,0.19662094,0.19084167,0.05705452,0.7419472,0.044208527,-0.41785812,-0.0066490173,-0.13043785,0.4955902,-0.24445343,-0.17892265,-0.12545967,-0.5354347,-0.6956959,-0.5398445,0.9796772,-0.6920204,-0.51195145,-0.08353615,-0.41018677,-0.47737122,-0.46360016,-0.58672714,-0.04991722,-0.49104118,-0.18634033,0.08205986,-0.30441856,-1.0731449,-0.4456482,0.31884956,-0.38841057,-0.3172779,-0.34620857,-0.6870594
Congo,COG,5,0.33890152,1.6921043,0.7980118,0.166399,0.42024612,0.94457245,0.58691406,0.057994843,0.3810215,0.5506935,0.41210938,0.11811066,0.2499485,-0.23064995,0.47752762,0.5743675,0.15758324,-0.12028313,0.24327469,-0.6771488,-0.0918293,-0.34297752,-0.013372421,0.30225182,-0.26671028,-0.42067146,-0.53808403,0.8611679,-0.7035618,-0.6611557,-0.2581463,-0.44727707,-0.058246613,-0.7625809,-0.32483482,-0.54639626,-1.0879116,-0.15333176,0.20925331,-0.13140106,-1.1026039,-0.6438427,-0.09659195,-0.99664116,-0.9101486,-0.71909904,-0.64198875
Congo,COG,6,0.8675842,1.0815334,0.4408207,0.28858185,0.84363556,0.55063057,0.89476395,0.42624474,0.37021065,0.36196327,0.14064407,0.38020897,0.35824966,0.03622818,0.22528458,0.26149178,0.06643295,-0.29175758,-0.21757507,0.340456,-0.18223381,-0.4241047,-0.19366074,0.077480316,-0.36026192,-0.5180721,-0.07959175,0.7709675,-0.5275402,-0.47646332,-0.26081848,-0.5867386,-0.43055534,-0.88449097,0.17263794,-0.22565651,-0.21262169,-0.3704834,0.05861473,-0.42775536,-0.6792793,-0.324234,-0.67749214,-1.0844727,-0.6053467,-0.73428726,-0.522974
Congo,COG,7,0.27580643,1.013834,0.8763008,0.37051392,0.47659874,0.28679085,0.6192951,0.4084568,0.16173172,0.32788086,0.85518646,0.09840965,-0.14677048,0.077222824,0.2416172,0.20917702,0.07619095,-0.22350311,0.16602707,0.35110092,0.0864315,0.03956604,0.2105732,0.3406067,-0.40681458,-0.543766,-0.47665024,0.26694107,0.39201927,-0.6145897,-0.2573986,-0.7328491,-0.4561062,-1.1427021,-0.21408081,-0.5931244,-0.5496769,-0.5120888,0.12342262,-0.732481,-0.9648247,-0.42760277,-0.7576027,-1.0849056,-0.8516922,-0.9246597,-0.8182545
Congo,COG,8,0.18321419,1.0166225,0.82967377,0.61894035,0.61922646,0.83906174,0.4410324,0.5638542,0.089027405,0.5216541,0.560585,0.05882263,0.06644249,0.07995224,0.12966537,0.35051537,0.09407234,0.08934021,-0.15742111,0.04911232,0.14293861,0.108198166,0.2919693,-0.19987488,-0.48201752,-0.68271065,-0.6059227,0.04736328,0.35486412,-0.22001266,-0.12848091,-0.47741127,-0.6474266,-0.924736,-0.3524189,-0.6814327,-0.52544403,-0.269207,-0.21203232,-0.38572502,-0.9446449,-0.4007473,-0.7082653,-0.8705635,-0.70907784,-0.8933029,-0.5827236
Congo,COG,9,0.7385235,1.0985794,0.928339,0.39772606,0.5988426,0.43998718,0.6060505,0.5543747,0.5468235,0.6217747,0.52191925,-0.0074653625,0.25228882,0.15304756,0.19628334,0.23470688,0.41892433,0.21706963,-0.19114304,-0.2752838,0.2415123,-0.15295601,-0.12854576,-0.16885757,-0.46535873,-0.58291435,-0.6818638,-0.09838486,0.09089279,-0.31793404,-0.07743263,-0.24550247,-0.6377735,-0.7915325,-0.27270317,-0.64104843,-0.39882088,-0.55361557,-0.07329941,-0.52809143,-0.88118935,-0.77993774,-0.31615067,-0.9348602,-0.5863037,-0.40563583,-0.5044193
Congo,COG,10,0.5107937,0.83685493,0.9495392,0.44951248,0.714838,0.5016022,0.16000175,0.48116302,0.54523087,0.90073586,0.7057438,0.45298767,0.11109924,0.23621178,0.01791954,0.51568794,0.1564312,0.18078041,-0.23901749,0.29969406,-0.16440773,0.03870201,0.13468742,-0.40928078,-0.25404358,-0.47955132,-0.57741547,0.03173828,0.05936241,-0.6519718,-0.37092018,-0.591383,-0.24351692,-0.6985359,-0.84973335,-0.27163315,-0.6312542,-0.39263344,-0.008148193,-0.6877041,-0.7158432,-0.52074623,-0.5398731,-0.8550205,-0.5915184,-0.53079414,-0.3788185
Congo,COG,11,0.757473,0.5939388,0.55093765,0.27664185,0.76042366,0.45140076,0.6803837,0.71707344,0.22248459,0.7010193,0.53705025,0.3198738,0.19062805,0.3431034,0.11992264,0.24550438,0.12701416,0.2599945,-0.21263695,-0.20475006,0.18170166,0.082452774,-0.07284737,-0.3469448,-0.30965233,-0.3847828,-0.6384506,0.021612167,-0.21400261,-0.6205387,-0.25506973,-0.41067505,-0.2876091,-0.6209545,-0.6222782,-0.0652504,-0.060316086,-0.47294998,0.057901382,-0.6523495,-0.6138058,-0.72515297,-0.4816246,-0.5408077,-0.7577534,-0.8833828,-0.58353615
Congo,COG,12,0.6531296,0.76096344,0.919096,0.260149,0.63936615,0.6891041,0.67058563,0.30525398,0.4881916,0.5750427,0.44704437,0.19247818,0.0051784515,0.007785797,0.12988472,0.14179039,0.09113121,0.03431511,-0.12563133,-0.060655594,-0.07389259,0.32520866,0.12587929,-0.016330719,-0.057552338,-0.734396,-0.4833145,-0.14730263,-0.18808365,-0.59575844,-0.433918,-0.2456932,-0.35741997,-0.48819733,-0.22069931,-0.29857445,-0.12560463,-0.87844276,0.0684948,-0.67046547,-0.5281639,-0.7461033,-0.9100189,-0.3699665,-0.6247387,-0.8649025,-0.6301842
Cook Islands,COK,1,0.47215652,-0.06480026,-0.53141403,0.34532547,0.7696724,0.17842484,0.56282425,0.15617752,1.0309639,-0.25266647,-0.3985405,0.26433182,-0.425457,-0.3114128,-0.13676071,0.11800003,0.55641556,-0.52347946,-0.4441948,0.10264969,0.72951126,0.20607376,0.5532112,0.13264847,0.26979446,0.09859085,0.37694168,-0.46235275,-0.25474167,-0.23856735,-1.1682549,0.14326859,-0.25260544,-0.722332,0.111530304,-0.10654831,-0.48246384,-0.3407097,-0.75486374,-0.4306755,-0.09568405,0.23854446,-1.1375542,0.45051956,-0.38001633,-0.38856125,-0.36405563
Cook Islands,COK,2,0.5397835,0.3900032,0.41041946,-0.28922653,-0.09632492,0.3665657,0.4117012,-0.29706955,0.48656082,-0.53263474,0.070178986,0.47233963,-0.7105217,-0.10300827,-0.7591667,-0.37965012,0.5883064,-0.28666306,0.07201004,0.3785286,-0.16169357,0.24141312,0.2530098,0.6701546,-0.10734177,0.14064407,-0.062633514,-1.1188469,0.47710037,-0.07905197,-0.10047531,0.55467606,-0.18366623,-0.78315353,0.48241043,-0.68873215,-0.17100143,0.21226883,-0.31266403,-0.32661057,-0.1959343,-0.2947502,0.035266876,-0.3591423,-0.020946503,-0.29413986,0.095752716
Cook Islands,COK,3,0.43325233,0.90880775,0.32482338,0.31902504,0.14544106,0.33461952,0.37343788,0.081048965,0.88726234,-0.96030235,0.007989883,0.397089,0.22210121,-0.971014,-0.39322472,0.0854435,0.115594864,-0.14139366,-0.23779869,0.6007023,-0.2928524,0.43953896,-0.37869835,0.3330021,0.012170792,0.34044838,0.17247963,-1.3532162,-0.092718124,0.27239418,0.06765175,0.23327065,-0.3853817,-0.52313805,0.7534733,-0.69397545,0.28100014,0.35814857,-0.38577843,-0.3287716,0.1569767,-0.4053707,-0.7333431,0.45672035,-0.58145714,0.28359413,-0.7267513
Cook Islands,COK,4,0.16679001,0.6763115,-0.34630203,0.565258,0.5409355,0.53629684,-0.010059357,-0.2601509,1.2169914,-0.8863106,-0.3825264,-0.2641182,0.17026901,0.20386887,0.0023002625,0.50333786,0.62137985,-0.30992508,-0.11140823,0.41178513,-0.34566116,1.0034599,-0.05904007,0.4186821,-0.24626541,0.4216118,0.54218674,-1.1818428,-0.07481766,-0.17393875,-1.0013618,-0.3169136,-0.1040535,-0.6914253,0.3676567,-0.7594185,0.26963425,-0.012226105,-0.83952713,0.06797409,-0.50276566,0.12107468,-0.6642647,0.21274948,-0.38856888,0.10972214,-0.062641144
Cook Islands,COK,5,0.03245926,1.3036385,-0.004924774,1.0964241,0.5708504,0.96315384,0.30339432,0.57048416,0.4009285,-0.8095207,-0.41682053,0.21629715,1.0923958,0.22197342,0.08086014,0.5845833,0.42641068,0.07091141,0.7068062,-0.15211105,-1.0811577,0.7360115,0.20158768,-0.36561203,-0.6248894,0.16222,-0.14783859,-0.80958176,-0.9544792,0.36424637,-0.08942795,-0.5157585,-0.91340256,0.053394318,-0.27503586,0.60884476,0.42067337,0.35176468,-0.99879074,-0.8511162,0.34315872,-0.59223557,-0.23353195,-0.14564133,-0.7694206,-0.7757683,-0.14094162
Cook Islands,COK,6,0.06927109,0.1449852,0.37542343,1.2465477,0.42162704,0.07870102,0.67943954,0.47967148,0.047481537,-0.23163223,-0.34039688,-0.063632965,1.3028526,-0.52808,0.6715965,0.44079208,-0.46554947,0.085933685,0.9005089,0.26293564,-0.39535904,0.34814072,-0.48559952,-0.28650284,0.4859581,-0.5532265,0.63293076,-0.84814835,-1.106205,0.8487816,0.28228378,-0.6692238,-0.920414,-0.48526382,-0.16876602,0.7484093,0.42058945,-0.19983292,-1.0928688,-0.43823624,-0.63861465,-1.1631813,-0.64432144,-0.50842667,-0.5772743,-0.39264297,-0.30237198
Cook Islands,COK,7,-0.2793255,0.45211983,1.1459064,0.56796455,1.3705463,-0.07790947,0.2355671,-0.09292412,0.5848713,0.21570015,-1.3008099,0.19632149,0.35809517,-0.18618584,1.1199055,1.1697712,-0.032011032,-0.7065716,0.5076008,0.36123848,0.07873726,-0.41360283,0.30169868,0.096559525,-0.06381035,-0.39608574,0.87246895,-0.919157,-0.5462322,0.25003242,0.54123116,-0.68450737,-1.3029461,0.034212112,-0.20126152,0.3409443,0.12106514,-0.060850143,-1.4019451,0.04648018,-0.6566143,-1.2062664,-0.9775677,-0.583128,-0.8555279,-0.40670586,-0.53085136
Cook Islands,COK,8,0.31770134,-0.1613636,0.45777702,0.29163933,0.629652,0.2605114,1.0473766,-0.106645584,-0.21052742,0.7348156,-1.2663441,-0.7191639,0.18437004,-0.26127815,0.71909904,0.8245983,-0.7625599,0.40769768,0.6995983,-0.18312263,-0.14549446,0.30537224,0.20594597,-0.58995247,0.0518322,-0.4900074,0.17603874,-0.11149788,-1.100359,0.096754074,0.6483288,-1.0282459,-0.24116707,0.4572277,0.39674187,0.02662468,0.031324387,0.09150505,-1.4270496,-0.8082752,-0.4231739,-0.5962391,-1.4044971,-0.8618946,-0.5566273,-0.5103626,-0.111558914
Cook Islands,COK,9,-0.1559639,0.5787773,-0.46907425,0.8000908,0.9412651,0.7398796,-0.008319855,0.31583786,-0.028400421,1.4868584,-1.232502,-0.15404129,0.4223137,0.27878952,1.425518,1.3519707,-0.59981155,0.45908737,0.32035446,-0.12132645,0.63871384,-0.17226028,0.49406052,-0.33812332,-0.88295364,0.13328171,-0.36192703,-0.42598343,-1.2635384,-0.24495316,-0.41420364,-1.3598824,-0.48714066,0.7882805,-0.7596016,-0.1070137,0.24876022,0.5400505,-1.0166817,-0.40535355,-1.2018623,-0.70729446,-0.34074783,-1.864521,0.22117233,-0.24617386,-0.1367073
Cook Islands,COK,10,0.22086906,-0.27104378,-0.31666756,0.36823845,0.41041374,0.14729118,-0.1488514,-0.43693733,0.17866325,0.88227654,-1.0109425,0.10194206,0.44495964,0.33787346,0.46705437,0.63245964,-0.4894886,1.1344738,0.7443981,-0.25486946,1.1238232,-0.21516609,-0.41108894,-0.38542366,-0.71599007,-0.035081863,0.0036754608,0.26496696,-0.7112293,0.040906906,-0.17692757,-0.76732063,-0.8242054,0.5280895,-0.4493885,0.28059196,0.43433952,0.87919426,-1.6913929,-0.20561409,-0.81822395,-1.0593128,-0.50517464,-1.0113697,-0.51024055,0.06861687,-0.2686634
Cook Islands,COK,11,0.3286724,-0.88427925,-1.2025776,-0.85809517,-0.008058548,0.11468315,-0.26202583,0.30184746,-0.5915241,0.5725689,-0.005678177,-0.3145771,0.008054733,1.1555767,0.6069622,0.33901787,-1.3830585,0.75549126,0.44363213,-0.58773994,0.52703667,-0.71551704,-0.42529488,0.39175224,-0.72058296,0.6408062,0.008054733,1.1845684,-0.6585102,0.24102592,0.10751152,-1.3555927,0.1253643,-1.2409687,0.7371197,-0.8355732,-0.5646992,-0.04797554,-0.54644966,-0.33813667,-0.58966255,-0.6551838,-0.7203083,-1.9794331,-0.27038765,0.19677544,-1.7794209
Cook Islands,COK,12,-0.101480484,0.11293602,-0.48227882,-0.029062271,0.08571434,0.6537075,-0.3723545,0.5793667,-0.10331154,1.0623989,-0.47690773,-0.47153664,0.28206444,0.11195946,0.56435204,0.03328514,-0.5046177,0.37599754,-0.81077003,-0.31934547,0.5332546,0.3019619,-0.14884377,-0.28019142,-0.9053745,0.62563133,0.3660183,1.0618801,-0.7537632,0.087423325,-0.54203224,-0.86585426,0.66631126,-0.446146,-0.30454445,-0.62296486,-1.0471287,-0.26780128,-0.27243996,-0.8122349,-0.3376255,-0.54932594,-0.19706154,-2.0349522,-0.39310646,-0.12479591,-1.0546665
Costa Rica,CRI,1,0.46448517,1.3043232,-0.115810394,-0.19890976,0.10274315,0.7599888,0.38623047,-0.17637634,0.08407593,0.8945656,0.24538803,0.13987923,0.397377,-0.31950378,-0.05309868,0.62376595,-0.1480465,-0.16015816,0.46678162,-0.13349724,-0.2865467,-0.032409668,0.46273613,-0.042713165,-0.8290901,-1.1035728,-0.6330929,0.7212906,-0.7316742,-0.6332016,0.19132042,-0.4356861,-0.06414795,0.24271584,0.1666851,0.2968483,-0.21706009,0.37059593,0.1714859,-0.3885708,-0.80498123,-0.7932625,0.7721863,-0.03663826,-0.76929283,0.20881653,-0.4596634
Costa Rica,CRI,2,0.33807182,0.7288704,-0.081106186,-0.44568825,0.19435883,0.7711277,0.59854317,-0.29481888,0.39556885,0.63682747,0.006006241,0.1361618,0.0831337,-0.20920944,-0.15398788,1.2259388,-0.42604065,-0.24434662,0.26280975,-0.311594,-0.4601555,0.11132431,0.5729847,-0.2113514,-0.5040455,-1.0553074,-0.94460106,1.3159065,-0.54631233,-0.56481934,-0.2745266,-0.08824539,-0.15383911,0.3876133,-0.06076622,-0.16871834,-0.94872093,0.3037758,0.65898705,-0.42401505,-0.39299774,-0.3336258,0.8447075,0.09403229,-0.07150078,-0.2182312,-0.27289772
Costa Rica,CRI,3,0.55584717,1.4811859,-0.27315903,-0.18557167,-0.49617195,0.42355728,0.18117332,-0.12782288,0.065589905,1.0109425,-0.15937042,0.1409893,-0.011198044,-0.25333214,-0.63737106,0.88768005,-0.51156425,-0.29856682,0.08315468,-0.4116974,0.7827606,0.13181305,0.46915245,0.021896362,-0.4767418,-0.84633446,-0.9167137,0.80685997,-0.37908745,-0.6102791,0.043561935,-0.00982666,-0.27672768,0.49033356,0.3871727,-0.031406403,-0.8717041,-0.025518417,1.0773449,-0.5731163,-0.3754692,-0.08257866,1.0354958,0.11706543,0.1460247,0.17214394,-0.24702835
Costa Rica,CRI,4,0.029874802,0.8874531,-0.085041046,-0.34966278,-0.4887371,0.48406792,0.3981266,-0.19505882,0.25875473,0.8123455,0.18342972,0.15782356,0.11979294,-0.32762718,-0.37512207,0.66200066,-0.0792923,-0.43642044,0.123472214,-0.38702393,0.48223877,0.2059536,0.047729492,-0.1787014,-0.6513672,-0.7117405,-1.0412636,0.59404564,-0.34591293,-0.52531815,0.0044841766,-0.15386772,0.04678154,0.5641804,0.2634945,0.26983452,-0.43559074,0.30488014,0.22306442,-0.5203247,-0.47173882,0.012123108,0.9221554,0.18467331,-0.6437874,0.06481552,-0.6492424
Costa Rica,CRI,5,0.35962677,1.2746849,1.2336903,-0.15490913,-0.22374725,0.6090107,0.24609184,0.032693863,0.14849663,0.7762642,0.29907227,0.33175087,-0.0782032,0.00664711,0.16655159,0.6094856,0.052196503,-0.33462715,-0.043376923,-0.020519257,0.37665558,-0.210886,-0.05309677,0.19464302,0.018526077,-0.544981,-1.0508156,0.6841202,-0.19232368,-0.8564186,-0.40231323,-0.1871643,-0.44005775,0.016592026,-0.1540165,0.10510826,-0.14609146,0.13931084,0.34261513,-0.036302567,-0.35378647,-0.16695023,0.6506691,-0.021942139,-0.40159035,0.40544128,-0.2578926
Costa Rica,CRI,6,-0.03592682,0.41438293,0.901001,-0.7306404,-0.11430168,0.12555504,0.78235245,0.13230324,0.27276993,0.060707092,0.6601486,0.5192108,0.072200775,0.29000473,0.27753258,0.17021942,0.08738136,-0.22223663,0.031965256,0.16673088,0.34780693,0.19957542,-0.35826874,0.22104073,-0.5361252,-0.7564926,-1.0515747,0.08205414,-0.40192032,-0.66651726,-0.4008255,-0.2908497,-0.1654129,0.25751495,0.0931015,-0.2239151,-0.52166176,-0.24465942,0.6464424,-0.62589264,-0.62046623,-0.58449554,0.4783001,-0.13531494,-0.7019539,0.035160065,-0.54021263
Costa Rica,CRI,7,0.5705166,0.65517044,1.0861206,-0.063755035,0.16779709,0.38512802,0.47571373,0.15379715,0.15116882,0.32404137,0.38380814,0.7194176,0.09559822,0.29903793,0.077970505,0.111234665,0.40257263,-0.30648422,0.043972015,0.18145561,0.53468704,-0.07729149,-0.20326233,0.13256645,-0.38910675,-0.5320835,-0.8727608,-0.2928524,0.21253014,-0.5062752,-0.34347343,0.076610565,-0.36540222,-0.5169811,-0.3553505,-0.2241478,-0.28433418,-0.33493423,0.22224998,-0.8646488,-0.82239723,-0.8644867,0.2720337,-0.38895607,-0.61470795,-0.091049194,-0.13275337
Costa Rica,CRI,8,0.33011818,0.6823559,1.0421352,0.008377075,-0.2087574,0.23276138,0.52204895,0.1662426,0.2412548,0.5782795,0.68662643,0.2720394,0.057746887,0.11228752,0.30003738,0.051971436,0.25069618,-0.21111298,-0.12017822,0.4918213,0.21842194,0.13214684,-0.26579475,0.108018875,-0.019975662,-0.38560104,-0.8859215,-0.2116108,0.24746895,-0.63347816,-0.28412628,-0.069791794,-0.34393883,-0.6841469,-0.55418205,0.013063431,-0.45751953,-0.50938416,0.1917038,-0.6786938,-0.9418011,-0.6524792,0.008029938,-0.07028961,-0.569067,-0.37865448,-0.40539932
Costa Rica,CRI,9,0.3865261,0.7887726,1.1762333,0.05367279,0.0016765594,0.2648983,0.41519928,0.15445518,0.5504627,0.3293991,0.66783905,0.045505524,0.30301285,0.104314804,0.32367516,-0.09461784,0.79779625,0.2567749,-0.124666214,0.19423103,0.14956093,0.049957275,-0.04798889,0.19725037,-0.6009064,-0.6230564,-0.9894352,-0.04942131,-0.04519081,-0.2089634,-0.16635513,0.08147812,-0.75064087,-0.8083401,-0.3762455,-0.10238266,-0.40800667,-0.38105583,0.40646362,-0.56687164,-0.5751076,-0.7768326,-0.09757805,-0.056827545,-0.24220276,-0.28038788,-0.4056015
Costa Rica,CRI,10,0.15041351,0.629591,0.9615841,0.19760895,0.31502914,0.3287201,0.08218384,-0.038318634,0.43305016,0.29574776,0.9046593,0.24021149,0.14660454,0.15119362,-0.44103813,0.1710453,0.35725975,-0.10024452,-0.104068756,0.5243225,-0.20929337,0.1733532,0.10872078,0.0004234314,-0.1972847,-0.32915688,-0.87721634,-0.31195068,0.10798836,-0.3291855,-0.40376854,0.00082206726,-0.11675835,-0.23143387,-0.33657074,-0.025009155,-0.2911148,-0.45142365,0.15367508,-0.51158524,-0.5676594,-0.5051327,-0.54213905,-0.59413147,-0.24232101,-0.17185211,-0.27581596
Costa Rica,CRI,11,0.4604416,0.05441284,1.1826763,0.058828354,-0.06251526,0.2965889,0.4908104,0.6314602,0.30060387,0.12896729,0.7894993,0.2631035,0.26472855,-0.054409027,-0.23303413,-0.4518528,0.34030342,-0.11190033,0.02012062,-0.14628792,-0.20887756,0.015960693,0.13536072,0.0878849,-0.30726242,-0.36842155,-0.6443672,-0.39351273,0.051128387,-0.509573,-0.21150398,-0.066991806,-0.1779499,0.042943954,0.026441574,0.12501717,0.028165817,0.007715225,0.78048134,-0.021072388,-0.68987465,-0.8336506,-0.036338806,-0.011276245,-0.18348503,-0.3805561,-0.19997406
Costa Rica,CRI,12,0.31443214,0.3947239,1.1150208,0.0184803,0.16242218,0.15361023,0.59573936,0.26093483,-0.11696625,0.22723007,1.3875751,0.24130249,0.36071777,0.1873169,-0.2955265,-0.9557018,0.7700043,-0.22413254,-0.20673752,0.43457222,-0.15395546,-0.095594406,-0.05927849,0.5079689,-0.050153732,-0.40479088,-1.0322418,-0.6379242,0.31618118,-0.6066017,-0.24036026,0.089393616,-0.23233795,-0.13217735,-0.088064194,0.17928696,-0.21526718,-0.6510353,0.7138901,-0.2334423,-0.826355,-0.55620766,-0.42785454,0.257473,0.097696304,-0.88957024,-0.293602
Cote d'Ivoire,CIV,1,1.152111,0.9172306,0.40029335,0.36379433,0.72247696,0.33740234,0.56533813,0.108039856,0.6134167,0.13150597,-0.4323597,0.5373993,0.26675034,-0.018075943,-0.09486389,0.7806034,0.03518486,-0.8035641,-0.048667908,0.38721657,-0.4608307,0.51836586,0.19463539,-0.37621117,-0.26869202,-0.19273567,-0.104953766,0.16416359,-0.0017814636,0.023611069,-0.49286842,-0.10497475,-0.74850464,-0.59192467,0.07737732,-0.30482674,-0.7582073,-0.20009422,0.61740494,-0.7552967,-0.031154633,-0.14770699,-1.20154,-0.4784546,-0.89533234,0.039167404,0.1757145
Cote d'Ivoire,CIV,2,0.70033646,0.99962807,0.8388901,0.45264626,0.24550247,0.6750469,0.14123535,0.44586372,0.45942688,0.57803917,0.07504845,-0.24364853,0.4340992,-0.25766182,-0.068092346,0.5704117,0.05930519,0.29151726,0.60663414,-0.04763031,0.77552986,0.14175224,0.60165405,-0.07956314,-0.6605873,-1.4853344,-0.9725418,0.9702568,-0.97916794,-0.64764214,-0.43954468,-0.50151634,-0.245018,-0.13697243,-0.06087494,-0.50374985,-0.48150063,0.5463619,0.16344452,0.065727234,-0.72924614,-0.33035278,0.1766777,-0.31702042,-0.08157158,-0.6738186,-0.6568184
Cote d'Ivoire,CIV,3,0.5171318,1.1249676,0.22260666,0.45899582,-0.09968758,0.70274544,0.20561981,-0.38802147,0.4906788,0.7767811,-0.156147,-0.003566742,0.09014511,0.18828773,-0.34736443,0.6482544,-0.2987175,-0.13545609,0.68525505,-0.064424515,0.2347374,-0.16490936,0.39313126,-0.029405594,-0.30368805,-0.029500961,-0.43052483,1.3468208,-0.34530258,-0.6101742,-0.51693344,-0.19072342,-1.2687988,-0.035448074,-0.44330597,0.8467827,-0.7769604,-0.1086483,-0.05849266,-0.7726364,-0.2250576,-0.3318596,0.81920624,-0.8708744,-0.74362373,-0.5320854,-0.6247387
Cote d'Ivoire,CIV,4,0.43780136,1.4110775,0.7383385,0.08104706,0.56046677,0.5225239,0.40271378,-0.076984406,0.523901,0.91139793,0.53713226,0.09826851,0.18561554,-0.07167053,-0.2626667,0.72132874,0.13333893,-0.008272171,0.17224121,0.24620819,0.069322586,-0.24255562,-0.1084156,0.020418167,-0.4010105,-0.22752953,-0.48519897,0.7806511,-0.9235649,-0.49118233,-0.43925667,-0.16722679,-0.46095657,-0.33138847,-0.6271858,0.02944374,-0.17947769,0.085445404,0.8377361,0.01424408,-0.53905296,-0.25179863,0.5476608,-0.7760334,-0.27500343,-0.17690468,-0.36140823
Cote d'Ivoire,CIV,5,0.3414688,1.3816032,0.9821396,0.088653564,0.5852127,0.6340618,0.25065804,-0.028068542,0.29162216,0.5565357,0.5555515,0.029298782,0.1253624,-0.4724636,0.29602432,0.4425621,0.2767353,-0.24028778,0.41989326,-0.20775223,-0.08204079,-0.3251915,0.21591377,0.23913193,-0.31848526,-0.27655602,-0.3654194,0.50372887,-0.6119671,-0.27158546,-0.2970333,-0.113391876,0.010072708,-0.48628807,-0.7506275,-0.24707222,-0.008483887,0.4538269,0.49000168,-0.09248543,-0.6905041,-0.4669819,0.008481979,-0.6805496,-0.70973206,-0.67176056,-0.75777626
