region,Country,Glacier,RGI_Glacier_Area,Longitude,Latitude,Date,Date_Min,Date_Max,year
RGI60_01_Alaska,USA,Tsina Glacier,23.501,-145.918,61.245,1913-10-16,,,1913
RGI60_01_Alaska,USA,Tsina Glacier,23.501,-145.918,61.245,1915,,,1915
RGI60_01_Alaska,USA,Tsina Glacier,23.501,-145.918,61.245,1919,,,1919
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2000-08-16 00:00:00,2000-09-24 00:00:00,2000
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2001-09-11 00:00:00,2001-09-27 00:00:00,2001
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2002-07-28 00:00:00,2002-08-13 00:00:00,2002
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2003-07-31 00:00:00,2003-09-17 00:00:00,2003
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2004-07-10 00:00:00,2004-08-02 00:00:00,2004
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2005-07-20 00:00:00,2005-08-05 00:00:00,2005
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2008-08-06 00:00:00,2008-08-22 00:00:00,2008
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2009-05-29 00:00:00,2009-07-07 00:00:00,2009
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2016-09-01 00:00:00,2016-10-06 00:00:00,2016
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2017-07-22 00:00:00,2017-08-22 00:00:00,2017
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2018-07-07 00:00:00,2018-08-03 00:00:00,2018
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2018-07-22 00:00:00,2018-08-03 00:00:00,2018
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2019-07-16 00:00:00,2019-07-22 00:00:00,2019
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2019-07-22 00:00:00,2019-08-09 00:00:00,2019
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2019-08-21 00:00:00,2019-08-24 00:00:00,2019
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2020-06-21 00:00:00,2020-07-04 00:00:00,2020
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2021-06-30 00:00:00,2021-07-16 00:00:00,2021
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2022-06-27 00:00:00,2022-07-05 00:00:00,2022
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2022-08-10 00:00:00,2022-08-24 00:00:00,2022
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2023-06-12 00:00:00,2023-06-18 00:00:00,2023
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2024-06-29 00:00:00,2024-07-02 00:00:00,2024
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2024-07-19 00:00:00,2024-07-31 00:00:00,2024
RGI60_01_Alaska,USA,Trimble Glacier,,-152.135066815,61.6409697821,,2025-07-27 00:00:00,2025-08-05 00:00:00,2025
RGI60_01_Alaska,USA,Trimble Glacier,,-152.08647421,61.6630563779,,1987-08-21 00:00:00,1995-10-05 00:00:00,1987
RGI60_01_Alaska,USA,Trimble Glacier,,-152.08647421,61.6630563779,,2009-05-20 00:00:00,2009-06-30 00:00:00,2009
RGI60_01_Alaska,USA,Barrier Glacier,34.662,-152.589798,61.208121,1971-08-11,,,1971
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,1987-08-21 00:00:00,1987-11-08 00:00:00,1987
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,1995-08-20 00:00:00,1995-10-05 00:00:00,1995
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2005-08-14 00:00:00,2005-10-16 00:00:00,2005
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2011-08-15 00:00:00,2011-10-18 00:00:00,2011
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2013-07-27 00:00:00,2013-08-27 00:00:00,2013
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2014-08-30 00:00:00,2014-09-07 00:00:00,2014
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2015-08-31 00:00:00,2015-09-24 00:00:00,2015
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2016-07-16 00:00:00,2016-08-15 00:00:00,2016
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2017-10-18 00:00:00,2017-11-11 00:00:00,2017
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2019-07-08 00:00:00,2019-07-22 00:00:00,2019
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2020-08-05 00:00:00,2020-08-15 00:00:00,2020
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2021-08-30 00:00:00,2021-09-14 00:00:00,2021
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2022-09-21 00:00:00,2022-09-26 00:00:00,2022
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2024-07-03 00:00:00,2024-07-03 00:00:00,2024
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.993915704,61.4898927327,,2025-08-17 00:00:00,2025-08-22 00:00:00,2025
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1940,,,1940
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1958,,,1958
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1970,,,1970
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1979-07-11,,,1979
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1980-12-03,,,1980
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1982-09-17,,,1982
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1984-09-14,,,1984
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1988-07-29,,,1988
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1989-08-13,,,1989
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1990-07-06,,,1990
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1991-08-11,,,1991
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1992-07-24,,,1992
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,1999-08-21,,,1999
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2000-06-20 00:00:00,2000-08-16 00:00:00,2000
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2001-07-18 00:00:00,2001-09-11 00:00:00,2001
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2003-08-09 00:00:00,2003-09-17 00:00:00,2003
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2005-07-05 00:00:00,2005-09-14 00:00:00,2005
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2006-06-13 00:00:00,2006-09-01 00:00:00,2006
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2007-09-21 00:00:00,2008-08-22 00:00:00,2007
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2009-10-19 00:00:00,2010-06-08 00:00:00,2009
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,2011,2011-08-15 00:00:00,2011-10-09 00:00:00,2011
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,2012,2012-09-09 00:00:00,2012-10-11 00:00:00,2012
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,2013,2013-07-28 00:00:00,2013-08-27 00:00:00,2013
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2014-07-20 00:00:00,2014-07-30 00:00:00,2014
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2015-06-25 00:00:00,2015-07-19 00:00:00,2015
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2016-07-12 00:00:00,2016-08-16 00:00:00,2016
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,2017,2017-07-27 00:00:00,2017-08-14 00:00:00,2017
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,2018-08-31,,,2018
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,2019-06-01 00:00:00,2019-06-11 00:00:00,2019-06-16 00:00:00,2019
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2020-06-14 00:00:00,2020-06-21 00:00:00,2020
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2021-06-29 00:00:00,2021-06-30 00:00:00,2021
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,,2022-06-09 00:00:00,2022-06-13 00:00:00,2022
RGI60_01_Alaska,USA,Triumvirate Glacier,341.521,-151.90163394,61.49179702,2023,2023-05-29 00:00:00,2023-06-18 00:00:00,2023
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,1984-06-19 00:00:00,1984-07-28 00:00:00,1984
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,1986-06-16 00:00:00,1986-09-13 00:00:00,1986
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,1988-07-23 00:00:00,1988-09-09 00:00:00,1988
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,1990-08-14 00:00:00,1990-10-01 00:00:00,1990
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,1991-06-23 00:00:00,1991-09-02 00:00:00,1991
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,1993-06-12 00:00:00,1993-07-14 00:00:00,1993
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,1996-06-20 00:00:00,1996-07-29 00:00:00,1996
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,1998-07-19 00:00:00,1998-08-04 00:00:00,1998
RGI60_01_Alaska,USA,East Yakutat Glacier,241.307,-138.535189248,59.5602248035,,2000-06-23 00:00:00,2000-08-01 00:00:00,2000
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2002-06-29 00:00:00,2002-07-31 00:00:00,2002
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2003-07-18 00:00:00,2003-08-10 00:00:00,2003
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2004-06-25 00:00:00,2004-07-12 00:00:00,2004
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2005-07-22 00:00:00,2005-08-07 00:00:00,2005
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2006-07-02 00:00:00,2006-09-12 00:00:00,2006
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2007-06-19 00:00:00,2007-08-13 00:00:00,2007
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2008-06-20 00:00:00,2008-09-24 00:00:00,2008
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2009-07-17 00:00:00,2009-07-25 00:00:00,2009
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2009-09-28 00:00:00,2009-10-14 00:00:00,2009
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2010-07-07 00:00:00,2010-08-25 00:00:00,2010
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2011-07-01 00:00:00,2011-07-11 00:00:00,2011
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2012-08-30 00:00:00,2012-10-09 00:00:00,2012
RGI60_01_Alaska,USA,East Yakutat Glacier,245.307,-138.535189248,59.5602248035,,2013-07-30 00:00:00,2013-08-13 00:00:00,2013
RGI60_01_Alaska,USA,East Yakutat Glacier,246.307,-138.535189248,59.5602248035,,2014-06-04 00:00:00,2014-07-01 00:00:00,2014
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2015-06-23 00:00:00,2015-07-03 00:00:00,2015
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2016-07-18 00:00:00,2016-08-27 00:00:00,2016
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2017-06-02 00:00:00,2017-08-03 00:00:00,2017
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2018-06-05 00:00:00,2018-07-02 00:00:00,2018
RGI60_01_Alaska,USA,East Yakutat Glacier,249.307,-138.535189248,59.5602248035,,2019-06-27 00:00:00,2019-07-03 00:00:00,2019
RGI60_01_Alaska,USA,East Yakutat Glacier,250.307,-138.535189248,59.5602248035,,2020-07-08 00:00:00,2020-07-15 00:00:00,2020
RGI60_01_Alaska,USA,East Yakutat Glacier,250.307,-138.535189248,59.5602248035,,2021-06-28 00:00:00,2021-07-16 00:00:00,2021
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2021-08-15 00:00:00,2021-08-22 00:00:00,2021
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2022-07-15 00:00:00,2022-08-02 00:00:00,2022
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2023-06-23 00:00:00,2023-07-02 00:00:00,2023
RGI60_01_Alaska,USA,East Yakutat Glacier,238.307,-138.535189248,59.5602248035,,2024-07-24 00:00:00,2024-08-04 00:00:00,2024
RGI60_01_Alaska,USA,East Yakutat Glacier,239.307,-138.535189248,59.5602248035,,2025-06-22 00:00:00,2025-06-30 00:00:00,2025
RGI60_01_Alaska,USA,McPherson,20.843,-144.638,60.579,,1962,1963,1962
RGI60_01_Alaska,USA,McPherson,20.843,-144.638,60.579,1965,,,1965
RGI60_01_Alaska,USA,Fan Glacier,93.108,-143.749895512,60.7742532404,,2017-09-30 00:00:00,2018-07-18 00:00:00,2017
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1909-02-09,,,1909
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1912-08-16,,,1912
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1985-08-02,,,1985
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1986,1986-09-25,1986-10-27,1986
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1992-08-04,,,1992
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1994,1994-07-11,1994-09-29,1994
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1995,1995-09-16,1995-10-04,1995
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1996,1996-09-04,1996-10-04,1996
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1998,1998-09-17,1998-10-10,1998
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,1999,1999-08-19,1999-09-27,1999
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2000,2000-08-06 00:00:00,2000-09-30 00:00:00,2000
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2001,2001-09-10 00:00:00,2001-09-26 00:00:00,2001
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2002,2002-07-25,2002-08-03,2002
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2005,2005-06-23,2005-08-10,2005
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2006-08-13 00:00:00,2006-08-29 00:00:00,2006
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2007-09-03 00:00:00,2007-09-17 00:00:00,2007
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2008-08-11 00:00:00,2008-08-18 00:00:00,2008
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2009,2009-07-04,2009-09-06,2009
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2010-07-17 00:00:00,2010-08-02 00:00:00,2010
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2011,2011-08-29,2011-10-22,2011
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2012-07-31 00:00:00,2012-08-22 00:00:00,2012
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2014,2014-07-24,2014-08-19,2014
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2015,2015-07-21,2015-09-07,2015
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2016-09-18 00:00:00,2016-09-28 00:00:00,2016
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2017,2017-08-15 00:00:00,2017-09-11 00:00:00,2017
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2017,2017-10-09 00:00:00,2017-11-01 00:00:00,2017
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,2019,2019-06-30,2019-08-07,2019
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2021-07-04 00:00:00,2021-07-17 00:00:00,2021
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2021-09-19 00:00:00,2021-09-25 00:00:00,2021
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2022-07-05 00:00:00,2022-07-24 00:00:00,2022
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2022-08-07 00:00:00,2022-08-25 00:00:00,2022
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2023-07-05 00:00:00,2023-07-24 00:00:00,2023
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2023-09-19 00:00:00,2023-09-24 00:00:00,2023
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2023-10-24 00:00:00,2023-10-27 00:00:00,2023
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2024-06-23 00:00:00,2024-06-25 00:00:00,2024
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2024-07-25 00:00:00,2024-08-04 00:00:00,2024
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2025-05-24 00:00:00,2025-06-11 00:00:00,2025
RGI60_01_Alaska,USA,Miles Glacier,421.012,-144.408245,60.695872,,2025-07-28 00:00:00,2025-08-03 00:00:00,2025
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2003-08-23 00:00:00,2003-09-17 00:00:00,2003
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2005-08-28 00:00:00,2005-10-16 00:00:00,2005
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2006-09-01 00:00:00,2006-09-24 00:00:00,2006
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2008-07-28 00:00:00,2008-09-06 00:00:00,2008
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2009-09-01 00:00:00,2009-10-02 00:00:00,2009
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2011-08-06 00:00:00,2011-08-29 00:00:00,2011
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2013-08-02 00:00:00,2013-08-11 00:00:00,2013
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2014-10-01 00:00:00,2014-10-17 00:00:00,2014
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2015-08-13 00:00:00,2015-08-24 00:00:00,2015
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2016-07-31 00:00:00,2016-08-29 00:00:00,2016
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2018-08-01 00:00:00,2018-08-13 00:00:00,2018
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2020-08-18 00:00:00,2020-08-29 00:00:00,2020
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2021-09-12 00:00:00,2021-09-27 00:00:00,2021
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2022-09-05 00:00:00,2022-10-06 00:00:00,2022
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2023-08-05 00:00:00,2023-08-18 00:00:00,2023
RGI60_01_Alaska,USA,Tana Glacier,514.803,-142.211218,60.61120214,,2024-08-30 00:00:00,2024-09-07 00:00:00,2024
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,1985-08-05 00:00:00,1985-09-09 00:00:00,1985
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,2003-07-13 00:00:00,2003-08-23 00:00:00,2003
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,2008-07-12 00:00:00,2003-08-11 00:00:00,2008
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,2016-08-26 00:00:00,2016-10-13 00:00:00,2016
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,2020-06-29 00:00:00,2020-09-15 00:00:00,2020
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,2020-09-25 00:00:00,2020-10-22 00:00:00,2020
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,2021-07-04 00:00:00,2021-10-12 00:00:00,2021
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-143.46260292,60.3705624,,2023-06-19 00:00:00,2023-07-07 00:00:00,2023
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,1990-08-12 00:00:00,1995-09-27 00:00:00,1990
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2009-07-14 00:00:00,2009-10-02 00:00:00,2009
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2010-09-20 00:00:00,2011-07-20 00:00:00,2010
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2015-06-14 00:00:00,2015-09-01 00:00:00,2015
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2016-07-18 00:00:00,2016-08-26 00:00:00,2016
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2017-07-12 00:00:00,2017-09-11 00:00:00,2017
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2018-09-03 00:00:00,2018-09-08 00:00:00,2018
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2019-06-20 00:00:00,2019-06-30 00:00:00,2019
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.516603249,60.3641483435,,2020-09-25 00:00:00,2020-10-15 00:00:00,2020
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,1991-07-14 00:00:00,1995-09-27 00:00:00,1991
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,1997-07-05 00:00:00,1997-09-16 00:00:00,1997
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,1999-07-28 00:00:00,2000-08-31 00:00:00,1999
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2009-07-14 00:00:00,2009-10-02 00:00:00,2009
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2010-09-20 00:00:00,2011-07-20 00:00:00,2010
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2015-06-14 00:00:00,2015-08-24 00:00:00,2015
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2016-09-01 00:00:00,2016-09-28 00:00:00,2016
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2017-09-11 00:00:00,2017-09-30 00:00:00,2017
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2018-09-03 00:00:00,2018-09-08 00:00:00,2018
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2019-09-11 00:00:00,2019-09-26 00:00:00,2019
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.565015357,60.3883883768,,2020-09-25 00:00:00,2020-10-15 00:00:00,2020
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.501855608,60.3862649065,,2007-08-10 00:00:00,2007-09-27 00:00:00,2007
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.501855608,60.3862649065,,2009-07-14 00:00:00,2009-10-02 00:00:00,2009
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.49675899,60.3668050497,,2009-07-14 00:00:00,2009-10-02 00:00:00,2009
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.49675899,60.3668050497,,2015-06-14 00:00:00,2015-09-01 00:00:00,2015
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.49675899,60.3668050497,,2016-07-18 00:00:00,2016-08-26 00:00:00,2016
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.49675899,60.3668050497,,2018-07-05 00:00:00,2018-07-20 00:00:00,2018
RGI60_01_Alaska,USA,Bering Glacier,3025.115,-142.49675899,60.3668050497,,2019-06-20 00:00:00,2019-06-30 00:00:00,2019
